timestamp,cpu_percent,memory_percent,disk_percent,net_sent,net_recv
2025-10-02T00:07:35.993967,100.0,77.6,51.8,23.609219551086426,837.6432361602783
2025-10-02T03:23:37.697842,38.1,79.1,51.8,25.016894340515137,839.2862720489502
2025-10-02T12:45:07.807567,78.5,78.4,51.8,25.431286811828613,840.2159757614136
2025-10-02T13:01:26.671568,100.0,79.8,51.8,0.08384418487548828,0.19508743286132812
2025-10-02T13:01:28.877383,100.0,80.3,51.8,0.14240169525146484,0.47307682037353516
2025-10-02T13:51:29.463072,100.0,78.3,51.7,1.6398077011108398,14.10952377319336
2025-10-02T13:55:04.672869,34.2,74.5,51.7,6.367679595947266,56.883870124816895
2025-10-02T13:56:28.128422,23.3,74.8,51.7,6.991676330566406,59.93801403045654
2025-10-02T14:00:05.044775,37.9,77.0,52.0,9.619953155517578,339.27566051483154
2025-10-02T14:01:28.290712,41.8,70.2,52.1,10.25351619720459,342.92619800567627
2025-10-02T14:30:08.275407,93.2,72.2,52.2,10.57906723022461,343.41478157043457
2025-10-02T14:31:28.237248,18.9,73.8,52.3,11.22827434539795,344.47632598876953
2025-10-02T14:35:04.890708,20.9,79.9,51.8,13.602115631103516,396.45143032073975
2025-10-02T14:36:28.162303,28.3,76.1,51.8,14.574128150939941,402.78888416290283
2025-10-02T14:40:04.747464,50.8,78.2,51.8,18.220121383666992,466.97500133514404
2025-10-02T14:41:28.148564,17.9,76.9,51.8,18.923014640808105,473.13304138183594
2025-10-02T14:45:04.700920,18.1,75.8,51.8,21.010857582092285,526.370774269104
2025-10-02T14:46:28.576585,48.3,76.3,51.9,21.8173770904541,529.7378559112549
2025-10-02T14:53:11.992802,100.0,77.4,51.9,22.534213066101074,590.9775114059448
2025-10-02T15:15:00.208310,82.6,75.6,51.9,22.92533016204834,652.4811973571777
2025-10-02T16:49:06.126123,100.0,77.0,51.9,0.28587818145751953,0.5517959594726562
2025-10-02T16:50:05.198134,68.6,80.9,52.0,2.9446144104003906,16.917292594909668
2025-10-02T16:51:28.165252,46.2,76.9,52.0,3.5512895584106445,17.969463348388672
2025-10-02T16:55:04.743407,22.9,81.4,52.0,6.128744125366211,32.445494651794434
2025-10-02T16:56:28.151895,20.2,80.8,52.0,6.4612531661987305,33.169434547424316
2025-10-02T17:00:04.785746,32.1,81.5,52.0,7.553945541381836,34.46307849884033
2025-10-02T17:01:28.188892,32.8,81.2,52.0,7.793735504150391,34.94427680969238
